id,title,author,book_link,genre,date_published,publisher,num_of_page,lang,rate,Image URL,primary_genre,sub_genre
169,Houdini Heart,Ki Longfellow,https://www.goodreads.com/book/show/11324204-houdini-heart,"Horror,Fantasy",April 25th 2011,Eio Books,254,English,3.75,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1510418043i/11324204.jpg,Horror,Fantasy
170,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,https://www.goodreads.com/book/show/13747.Julie_and_Julia,"Nonfiction,Autobiography",September 1st 2005,Little Brown and Company,310,English,3.7,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442804846i/13747.jpg,Nonfiction,Autobiography
171,"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,https://www.goodreads.com/book/show/110494.Living_Dead_in_Dallas,"Fantasy,Paranormal",April 1st 2004,"Orbit

            ,",291,English,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329501808i/110494.jpg,Fantasy,Paranormal
172,"Legend (Legend, #1)",Marie Lu,https://www.goodreads.com/book/show/9275658-legend,"Young Adult,Science Fiction",November 29th 2011,Putnam Juvenile,305,English,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1501368160i/9275658.jpg,Young Adult,Science Fiction
173,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",Rachel Joyce,https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,"Fiction,Contemporary",July 24th 2012,"Random House

            ,",320,English,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335816092i/13227454.jpg,Fiction,Contemporary
174,A Gentleman in Moscow,Amor Towles,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,"Historical,Historical Fiction",March 26th 2019,"Penguin Books

            ,",462,English,4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1718915012i/34066798.jpg,Historical,Historical Fiction
175,"An Echo in the Bone (Outlander, #7)","Diana Gabaldon,Diana Gabaldon",https://www.goodreads.com/book/show/2832909-an-echo-in-the-bone,"Historical,Historical Fiction",January 21st 2010,"Orion

            ,",820,English,4.4,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1370918297i/2832909.jpg,Historical,Historical Fiction
176,Suzanne's Diary for Nicholas,James Patterson,https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas,"Romance,Fiction",August 1st 2003,"Vision

            ,",289,English,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404736778i/7494.jpg,Romance,Fiction
177,Change of Heart,Jodi Picoult,https://www.goodreads.com/book/show/1609451.Change_of_Heart,"Fiction,Contemporary",March 4th 2008,Atria Books,448,English,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390429931i/1609451.jpg,Fiction,Contemporary
178,"Moon Called (Mercy Thompson, #1)",Patricia Briggs,https://www.goodreads.com/book/show/71811.Moon_Called,"Fantasy,Urban Fantasy",January 31st 2006,Ace,289,English,4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1743122298i/71811.jpg,Fantasy,Urban Fantasy
179,"Fall of Giants (The Century Trilogy, #1)",Ken Follett,https://www.goodreads.com/book/show/7315573-fall-of-giants,"Historical,Historical Fiction",September 28th 2010,Berkley,985,English,4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1470384630i/7315573.jpg,Historical,Historical Fiction
180,The Tiger's Wife,Téa Obreht,https://www.goodreads.com/book/show/8366402-the-tiger-s-wife,"Fiction,Historical",March 8th 2011,Random House,338,English,3.42,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382570044i/8366402.jpg,Fiction,Historical
182,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,https://www.goodreads.com/book/show/1301.Moneyball,"Nonfiction,Sports",March 17th 2004,"W. W. Norton  Company

            ,",317,English,4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388176510i/1301.jpg,Nonfiction,Sports
183,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,https://www.goodreads.com/book/show/9742.The_Audacity_of_Hope,"Nonfiction,Politics",October 17th 2006,"Crown Publishers

            ,",375,English,3.78,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386925614i/9742.jpg,Nonfiction,Politics
184,A Man Called Ove,"Fredrik Backman,Henning Koch,Uroš Kalčič,اسدالله حقانی",https://www.goodreads.com/book/show/18774964-a-man-called-ove,"Fiction,Contemporary",July 15th 2014,"Atria Books

            ,",337,English,4.35,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405259930i/18774964.jpg,Fiction,Contemporary
185,Fragile Things: Short Fictions and Wonders,Neil Gaiman,https://www.goodreads.com/book/show/16788.Fragile_Things,"Fantasy,Short Stories",September 26th 2006,"William Morrow

            ,",360,English,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924550i/16788.jpg,Fantasy,Short Stories
186,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,https://www.goodreads.com/book/show/12262741-wild,"Nonfiction,Autobiography",March 20th 2012,Knopf,315,English,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453189881i/12262741.jpg,Nonfiction,Autobiography
188,"Inferno (Robert Langdon, #4)",Dan Brown,https://www.goodreads.com/book/show/17212231-inferno,"Fiction,Thriller",May 14th 2013,Doubleday,463,English,3.86,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1534070896i/17212231.jpg,Fiction,Thriller
189,"The Rosie Project (Don Tillman, #1)",Graeme Simsion,https://www.goodreads.com/book/show/16181775-the-rosie-project,"Fiction,Romance",October 1st 2013,"Simon & Schuster

            ,",295,English,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371651741i/16181775.jpg,Fiction,Romance
190,"Poison Study (Study, #1)",Maria V. Snyder,https://www.goodreads.com/book/show/60510.Poison_Study,"Fantasy,Young Adult",March 1st 2007,"Mira

            ,",427,English,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388519019i/60510.jpg,Fantasy,Young Adult
191,The Sea,John Banville,https://www.goodreads.com/book/show/3656.The_Sea,"Fiction,Cultural",August 15th 2006,"Vintage

            ,",195,English,3.52,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924824i/3656.jpg,Fiction,Cultural
192,Rules of Civility,Amor Towles,https://www.goodreads.com/book/show/10054335-rules-of-civility,"Fiction,Historical",July 26th 2011,Viking Adult,335,English,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1311705045i/10054335.jpg,Fiction,Historical
193,Dark Places,Gillian Flynn,https://www.goodreads.com/book/show/5886881-dark-places,"Mystery,Fiction",May 5th 2009,Shaye Areheart Books,349,English,3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1354988288i/5886881.jpg,Mystery,Fiction
194,"Evermore (The Immortals, #1)",Alyson Noel,https://www.goodreads.com/book/show/3975774-evermore,"Young Adult,Fantasy",February 3rd 2009,St. Martin's Griffin,301,English,3.59,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362336360i/3975774.jpg,Young Adult,Fantasy
195,Explosion in Paris,Linda Masemore Pirrung,https://www.goodreads.com/book/show/6447501-explosion-in-paris,"Romance,Womens Fiction",April 24th 2009,"iUniverse.com

            ,",408,English,3.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347404282i/6447501.jpg,Romance,Womens Fiction
196,"The Physick Book of Deliverance Dane (The Physick Book, #1)",Katherine Howe,https://www.goodreads.com/book/show/4836308-the-physick-book-of-deliverance-dane,"Historical,Historical Fiction",May 22nd 2009,voice,371,English,3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442770048i/4836308.jpg,Historical,Historical Fiction
197,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,"Fantasy,Young Adult",May 27th 2014,Margaret K. McElderry Books,725,English,4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460477794i/8755785.jpg,Fantasy,Young Adult
198,Can You Keep a Secret?,Sophie Kinsella,https://www.goodreads.com/book/show/33724.Can_You_Keep_a_Secret_,"Womens Fiction,Chick Lit",December 27th 2005,"Dell Publishing Company

            ,",374,English,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330464293i/33724.jpg,Womens Fiction,Chick Lit
199,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,https://www.goodreads.com/book/show/13536860-fifty-shades-freed,"Romance,Adult Fiction",April 17th 2012,Vintage Books,579,English,3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336418837i/13536860.jpg,Romance,Adult Fiction
200,Embassytown,China Miéville,https://www.goodreads.com/book/show/9265453-embassytown,"Science Fiction,Fiction",May 17th 2011,Del Rey,345,English,3.89,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320470326i/9265453.jpg,Science Fiction,Fiction
201,Rooftops of Tehran,Mahbod Seraji,https://www.goodreads.com/book/show/6001011-rooftops-of-tehran,"Historical,Historical Fiction",2009,NAL,348,English,3.82,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348590451i/6001011.jpg,Historical,Historical Fiction
202,Tenth of December,George Saunders,https://www.goodreads.com/book/show/13641208-tenth-of-december,"Short Stories,Fiction",January 8th 2013,"Random House

            ,",251,English,3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349967540i/13641208.jpg,Short Stories,Fiction
203,The First Fifteen Lives of Harry August,Claire North,https://www.goodreads.com/book/show/35066358-the-first-fifteen-lives-of-harry-august,"Science Fiction,Fiction",April 8th 2014,Redhook,417,English,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1493966668i/35066358.jpg,Science Fiction,Fiction
204,Handle with Care,Jodi Picoult,https://www.goodreads.com/book/show/3720975-handle-with-care,"Fiction,Contemporary",March 3rd 2009,"Atria Books

            ,",477,English,3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316440644i/3720975.jpg,Fiction,Contemporary
205,The Pale King,David Foster Wallace,https://www.goodreads.com/book/show/9443405-the-pale-king,"Fiction,Novels",April 15th 2011,"Little, Brown & Company",548,English,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1324405497i/9443405.jpg,Fiction,Novels
206,"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,https://www.goodreads.com/book/show/140082.Club_Dead,"Fantasy,Paranormal",May 6th 2006,"Orbit

            ,",274,English,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1329501590i/140082.jpg,Fantasy,Paranormal
208,Ella Minnow Pea: A Novel in Letters,Mark Dunn,https://www.goodreads.com/book/show/16200.Ella_Minnow_Pea,"Fiction,Humor",September 17th 2002,"Anchor

            ,",208,English,3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479697890i/16200.jpg,Fiction,Humor
209,"The Golem and the Jinni (The Golem and the Jinni, #1)",Helene Wecker,https://www.goodreads.com/book/show/15819028-the-golem-and-the-jinni,"Fantasy,Historical",April 23rd 2013,Harper,486,English,4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349205573i/15819028.jpg,Fantasy,Historical
210,"Blood Bound (Mercy Thompson, #2)",Patricia Briggs,https://www.goodreads.com/book/show/285205.Blood_Bound,"Fantasy,Urban Fantasy",January 30th 2007,Ace,292,English,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1358229157i/285205.jpg,Fantasy,Urban Fantasy
211,"The Gathering (Darkness Rising, #1)",Kelley Armstrong,https://www.goodreads.com/book/show/7896345-the-gathering,"Young Adult,Fantasy",April 12th 2011,Harper,359,English,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1277820938i/7896345.jpg,Young Adult,Fantasy
212,Walks Away Woman,Ki Longfellow,https://www.goodreads.com/book/show/19405702-walks-away-woman,"Adventure,Survival",December 7th 2013,"Eio Books

            ,",254,English,4.38,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386953097i/19405702.jpg,Adventure,Survival
213,What I Loved,Siri Hustvedt,https://www.goodreads.com/book/show/125502.What_I_Loved,"Fiction,Contemporary",2003,"Sceptre (Hodder and Stoughton)

            ,",370,English,4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1347721158i/125502.jpg,Fiction,Contemporary
214,The Kitchen House,Kathleen Grissom,https://www.goodreads.com/book/show/6837103-the-kitchen-house,"Historical,Historical Fiction",February 2nd 2010,Atria Books,369,English,4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463229128i/6837103.jpg,Historical,Historical Fiction
215,"The Elite (The Selection, #2)",Kiera Cass,https://www.goodreads.com/book/show/16248068-the-elite,"Young Adult,Romance",April 23rd 2013,HarperTeen,336,English,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391454595i/16248068.jpg,Young Adult,Romance
216,"Princess Academy (Princess Academy, #1)",Shannon Hale,https://www.goodreads.com/book/show/85990.Princess_Academy,"Fantasy,Young Adult",April 17th 2007,"Bloomsbury Children's Books

            ,",314,English,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349410861i/85990.jpg,Fantasy,Young Adult
218,"Trust: Betrayed (Trust Trilogy, #2)",Cristiane Serruya,https://www.goodreads.com/book/show/17454163-trust,"Romance,Contemporary",April 25th 2013,"CreateSpace

            ,",558,English,4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362707044i/17454163.jpg,Romance,Contemporary
219,"The Wind Through the Keyhole (The Dark Tower, #4.5)","Stephen King,Jae Lee",https://www.goodreads.com/book/show/12341557-the-wind-through-the-keyhole,"Fantasy,Fiction",April 24th 2012,"Scribner

            ,",322,English,4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1328001524i/12341557.jpg,Fantasy,Fiction
220,Three Day Road,Joseph Boyden,https://www.goodreads.com/book/show/823411.Three_Day_Road,"Historical,Historical Fiction",March 14th 2006,"Penguin Canada

            ,",384,English,4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327905456i/823411.jpg,Historical,Historical Fiction
221,Lisey's Story,Stephen King,https://www.goodreads.com/book/show/10566.Lisey_s_Story,"Horror,Fiction",October 24th 2006,Scribner,513,English,3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316346037i/10566.jpg,Horror,Fiction
222,The Invisible Bridge,"Julie Orringer,Arthur Morey",https://www.goodreads.com/book/show/7274337-the-invisible-bridge,"Historical,Historical Fiction",May 4th 2010,Random House Audio,28,English,4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1274139506i/7274337.jpg,Historical,Historical Fiction
223,The Girl Who Chased the Moon,Sarah Addison Allen,https://www.goodreads.com/book/show/5126859-the-girl-who-chased-the-moon,"Fiction,Magical Realism",March 16th 2010,Bantam,269,English,3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320483463i/5126859.jpg,Fiction,Magical Realism
224,"Hex Hall (Hex Hall, #1)",Rachel Hawkins,https://www.goodreads.com/book/show/5287473-hex-hall,"Young Adult,Fantasy",March 2nd 2010,Hyperion Book CH,323,English,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1368393885i/5287473.jpg,Young Adult,Fantasy
226,"Inkdeath (Inkworld, #3)","Cornelia Funke,Anthea Bell",https://www.goodreads.com/book/show/2325825.Inkdeath,"Fantasy,Young Adult",September 28th 2007,Chicken House,699,English,3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327341991i/2325825.jpg,Fantasy,Young Adult
227,"Dark Fire (Matthew Shardlake, #2)",C.J. Sansom,https://www.goodreads.com/book/show/138683.Dark_Fire,"Historical,Historical Fiction",2006,"Penguin Group

            ,",501,English,4.29,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441320549i/138683.jpg,Historical,Historical Fiction
228,"Lover Awakened (Black Dagger Brotherhood, #3)",J.R. Ward,https://www.goodreads.com/book/show/42900.Lover_Awakened,"Romance,Fantasy",September 5th 2006,Signet,434,English,4.43,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388773547i/42900.jpg,Romance,Fantasy
229,Memories of My Melancholy Whores,"Gabriel García Márquez,Edith Grossman",https://www.goodreads.com/book/show/5947099-memories-of-my-melancholy-whores,"Fiction,Classics",November 14th 2006,"Vintage

            ,",115,English,3.6,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320512032i/5947099.jpg,Fiction,Classics
230,"Arielle: Immortal Awakening (Immortal Rapture, #1)",Lilian Roberts,https://www.goodreads.com/book/show/16165500-arielle,"Romance,Fantasy",November 22nd 2012,"CreateSpace Independent Publishing Platform

            ,",327,English,3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1367207047i/16165500.jpg,Romance,Fantasy
231,Angry Housewives Eating Bon Bons,Lorna Landvik,https://www.goodreads.com/book/show/16249.Angry_Housewives_Eating_Bon_Bons,"Fiction,Womens Fiction",March 29th 2005,"Fawcett Books

            ,",512,English,3.8,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388200872i/16249.jpg,Fiction,Womens Fiction
232,Lock and Key,Sarah Dessen,https://www.goodreads.com/book/show/1295102.Lock_and_Key,"Young Adult,Romance",April 22nd 2008,Viking's Children's Books,432,English,3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479691949i/1295102.jpg,Young Adult,Romance
233,"Cry Wolf (Alpha & Omega, #1)",Patricia Briggs,https://www.goodreads.com/book/show/2355575.Cry_Wolf,"Fantasy,Urban Fantasy",July 29th 2008,Ace,294,English,4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1310494063i/2355575.jpg,Fantasy,Urban Fantasy
234,"Changes (The Dresden Files, #12)",Jim Butcher,https://www.goodreads.com/book/show/6585201-changes,"Fantasy,Fantasy",April 6th 2010,Roc,438,English,4.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1304027244i/6585201.jpg,Fantasy,Fantasy
235,The Nightingale,Kristin Hannah,https://www.goodreads.com/book/show/21853621-the-nightingale,"Historical,Historical Fiction",February 3rd 2015,St. Martin's Press,448,English,4.57,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1681839850i/21853621.jpg,Historical,Historical Fiction
236,"The Wedding (The Notebook, #2)",Nicholas Sparks,https://www.goodreads.com/book/show/3466.The_Wedding,"Romance,Fiction",August 1st 2005,"Vision

            ,",276,English,3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385738787i/3466.jpg,Romance,Fiction
237,Why Not-World,Alexei Maxim Russell,https://www.goodreads.com/book/show/23506296-why-not-world,"Fantasy,Fiction",January 24th 2013,"CreateSpace 

            ,",358,English,4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415224689i/23506296.jpg,Fantasy,Fiction
238,JPod,Douglas Coupland,https://www.goodreads.com/book/show/221059.JPod,"Fiction,Cultural",May 1st 2007,"Bloomsbury Publishing PLC

            ,",448,English,3.66,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1316729451i/221059.jpg,Fiction,Cultural
239,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,https://www.goodreads.com/book/show/170210.Dead_as_a_Doornail,"Fantasy,Paranormal",April 25th 2006,"Ace Books

            ,",295,English,3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1468562419i/170210.jpg,Fantasy,Paranormal
240,Matterhorn,Karl Marlantes,https://www.goodreads.com/book/show/6411016-matterhorn,"Fiction,Historical",April 1st 2009,El Leon Literary Arts,663,English,4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1431983015i/6411016.jpg,Fiction,Historical
241,"All Together Dead (Sookie Stackhouse, #7)",Charlaine Harris,https://www.goodreads.com/book/show/140075.All_Together_Dead,"Fantasy,Paranormal",May 1st 2007,Ace Books,336,English,4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417964062i/140075.jpg,Fantasy,Paranormal
242,"Dead in the Family (Sookie Stackhouse, #10)",Charlaine Harris,https://www.goodreads.com/book/show/7091488-dead-in-the-family,"Fantasy,Paranormal",May 4th 2010,Ace Books,320,English,3.88,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290479828i/7091488.jpg,Fantasy,Paranormal
243,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,https://www.goodreads.com/book/show/4820.Mayflower,"History,Nonfiction",May 9th 2006,Viking,461,English,3.83,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1474488130i/4820.jpg,History,Nonfiction
244,The Book of Occult,Simon W. Clark,https://www.goodreads.com/book/show/20388847-the-book-of-occult,"Fiction,Occult",December 21st 2013,"Itoh Press

            ,",336,English,3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1392105894i/20388847.jpg,Fiction,Occult
245,The Light Between Oceans,M.L. Stedman,https://www.goodreads.com/book/show/13158800-the-light-between-oceans,"Fiction,Historical",July 31st 2012,"Scribner

            ,",362,English,4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336683021i/13158800.jpg,Fiction,Historical
246,"Complicated Moonlight (DCYE, #2)",Lynessa Layne,https://www.goodreads.com/book/show/55196363-complicated-moonlight,"Polyamorous,Reverse Harem",August 30th 2020,Lynessa Layne Literature,287,English,4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1598905737i/55196363.jpg,Polyamorous,Reverse Harem
247,I Am the Messenger,Markus Zusak,https://www.goodreads.com/book/show/19057.I_Am_the_Messenger,"Young Adult,Fiction",May 9th 2006,"Alfred A. Knopf Borzoi Books

            ,",357,English,4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057.jpg,Young Adult,Fiction
248,Don't Close Your Eyes,"Lynessa Layne,Lynessa James",https://www.goodreads.com/book/show/54352941-don-t-close-your-eyes,"Romance,Polyamorous",June 29th 2020,"Lynessa Layne Literature

            ,",326,English,3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593626735i/54352941.jpg,Romance,Polyamorous
249,A Painted House,John Grisham,https://www.goodreads.com/book/show/5360.A_Painted_House,"Fiction,Mystery",February 3rd 2004,"Bantam

            ,",384,English,3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924850i/5360.jpg,Fiction,Mystery
250,Magical Thinking: True Stories,Augusten Burroughs,https://www.goodreads.com/book/show/79790.Magical_Thinking,"Nonfiction,Autobiography",October 1st 2005,"Picador USA

            ,",304,English,3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442561036i/79790.jpg,Nonfiction,Autobiography
